rollout,truth_body_min_clearance_m,truth_padded_min_clearance_m,predicted_padded_min_clearance_m,first_predicted_conflict_s,first_predicted_margin_breach_s,truth_dynamic_safe,predicted_dynamic_safe,costcritic_collision,prediction_score_captured,prediction_score_recomputed,total_score,weighted_score,mppi_probability,critic_FollowPath.ConstraintCritic,critic_FollowPath.CostCritic,critic_FollowPath.GoalCritic,critic_FollowPath.GoalAngleCritic,critic_FollowPath.PathAlignCritic,critic_FollowPath.PathFollowCritic,critic_FollowPath.PathAngleCritic,critic_FollowPath.PredictionV1Critic
14,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666214466095,1666.6666666666667,1670.2159423828125,1670.2974853515625,0.0003090107929892838,0.02851262129843235,1.1204999443143606,1.7680613994598389,0.0,0.6322469711303711,0.0,0.0,1666.6666214466095
15,0.018412600905118204,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666178703308,1666.6666666666667,1669.799560546875,1669.7916259765625,0.0016683227149769664,0.05500612407922745,0.0,1.9739243015646935,0.0,1.1040122509002686,0.0,0.0,1666.6666178703308
16,0.03534698523966995,0.0,0.0,0.10000000149011612,,False,False,False,1666.6665947437286,1666.6666666666667,1669.1829833984375,1669.2901611328125,0.008876153267920017,0.052013564854860306,0.0,1.7616415731608868,0.0,0.7027335166931152,0.0,0.0,1666.6665947437286
17,0.044310767276708005,0.001945755185118025,0.0,0.10000000149011612,,False,False,False,1666.6665925979614,1666.6666666666667,1671.2701416015625,1671.3931884765625,8.01274200057378e-06,0.16363731026649475,0.0,1.6897841393947601,0.0,2.7501275539398193,0.0,0.0,1666.6665925979614
18,0.015478038924618076,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666793823242,1666.6666666666667,1671.4658203125,1671.5606689453125,4.5848819354432635e-06,0.09799206256866455,1.9480000734329224,1.767479658126831,0.0,0.9856691360473633,0.0,0.0,1666.6666793823242
19,0.002174332332867124,0.0,0.0,0.10000000149011612,,False,False,False,1666.666673898697,1666.6666666666667,1670.285400390625,1670.1724853515625,0.0004687374166678637,0.10643484443426132,0.981999970972538,1.8266247510910034,0.0,0.7036669254302979,0.0,0.0,1666.666673898697
20,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666300296783,1666.6666666666667,1669.40380859375,1669.466796875,0.004926271270960569,0.027797222137451172,0.08749999850988388,1.9673412814736366,0.0,0.6545400619506836,0.0,0.0,1666.6666300296783
21,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666078567505,1666.6666666666667,1670.7530517578125,1670.899169921875,4.158589581493288e-05,0.0659913569688797,1.5954999178647995,1.6682180166244507,0.0,0.7567346096038818,0.0,0.0,1666.6666078567505
22,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.666576385498,1666.6666666666667,1669.4052734375,1669.3626708984375,0.006970375310629606,0.06552913039922714,0.08350000530481339,1.7943038940429688,0.0,0.7953640222549438,0.0,0.0,1666.666576385498
23,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.666629076004,1666.6666666666667,1669.5343017578125,1669.7205810546875,0.002114112488925457,0.018035411834716797,0.08749999850988388,1.9868863597512245,0.0,0.7752509117126465,0.0,0.0,1666.666629076004
24,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666581630707,1666.6666666666667,1669.072509765625,1669.2559814453125,0.009947293438017368,0.0,0.171999990940094,1.7455763220787048,0.0,0.48827528953552246,0.0,0.0,1666.6666581630707
25,0.0,0.0,0.0,0.10000000149011612,,False,False,True,1666.6666870117188,1666.6666666666667,2169.741455078125,2169.628173828125,0.0,0.048052456229925156,499.9999822117388,1.6431884765625,0.0,1.383544921875,0.0,0.0,1666.6666870117188
26,0.011661121610154276,0.0,0.0,0.10000000149011612,,False,False,False,1666.6665847301483,1666.6666666666667,1669.7550048828125,1669.9776611328125,0.0008973596850410104,0.07943496853113174,0.33000000566244125,1.9091413617134094,0.0,0.7698438167572021,0.0,0.0,1666.6665847301483
27,0.0,0.0,0.0,0.10000000149011612,,False,False,True,1666.6665344238281,1666.6666666666667,2169.774169921875,2169.804931640625,0.0,0.0,500.0,2.1417236328125,0.0,0.965911865234375,0.0,0.0,1666.6665344238281
28,0.023818521377934054,0.0,0.0,0.10000000149011612,,False,False,False,1666.6665720939636,1666.6666666666667,1670.732666015625,1670.629638671875,0.00010212509369011968,0.0,1.5,1.7687041759490967,0.0,0.7973897457122803,0.0,0.0,1666.6665720939636
29,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6665658950806,1666.6666666666667,1669.5289306640625,1669.613037109375,0.003025617217645049,0.04213428497314453,0.16499999165534973,2.2467577159404755,0.0,0.40847277641296387,0.0,0.0,1666.6665658950806
30,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6665959358215,1666.6666666666667,1669.7928466796875,1670.060546875,0.0006807336467318237,0.17463400959968567,0.6119999587535858,1.6422367095947266,0.0,0.6973800659179688,0.0,0.0,1666.6665959358215
31,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666448116302,1666.6666666666667,1669.805908203125,1669.499267578125,0.0044209156185388565,0.008145379833877087,0.7759999753907323,1.8579492568969727,0.0,0.49716877937316895,0.0,0.0,1666.6666448116302
32,0.01880925360318364,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666116714478,1666.6666666666667,1670.208251953125,1670.165283203125,0.0004801267059519887,0.1867355853319168,0.0,2.1301358193159103,0.0,1.224768877029419,0.0,0.0,1666.6666116714478
33,0.06088221924093595,0.01846356627529655,0.0,0.10000000149011612,,True,False,False,1666.6666522026062,1666.6666666666667,1672.262939453125,1672.2059326171875,5.335969603947888e-07,0.022261573001742363,0.0,2.377699898555875,0.0,3.1963257789611816,0.0,0.0,1666.6666522026062
34,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666567325592,1666.6666666666667,1670.4193115234375,1670.554443359375,0.00013121659867465496,0.15978792309761047,0.08349999785423279,1.3032060861587524,0.0,2.2061607837677,0.0,0.0,1666.6666567325592
35,0.00023356770188331762,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666374206543,1666.6666666666667,1671.9942626953125,1671.9578857421875,1.219826685883163e-06,0.0,0.0,2.4135546684265137,0.0,2.9140706062316895,0.0,0.0,1666.6666374206543
36,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.666582107544,1666.6666666666667,1669.541259765625,1669.519775390625,0.004128802567720413,0.0,0.4544999897480011,1.8825769126415253,0.0,0.5376007556915283,0.0,0.0,1666.666582107544
37,0.0019874569656508356,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666357517242,1666.6666666666667,1669.4464111328125,1669.501953125,0.004381516482681036,0.05418059974908829,0.7330000028014183,1.4636722207069397,0.0,0.5289225578308105,0.0,0.0,1666.6666357517242
38,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.666571855545,1666.6666666666667,1670.1544189453125,1670.1766357421875,0.00046229735016822815,0.1530328243970871,1.2809999734163284,1.514520287513733,0.0,0.5392940044403076,0.0,0.0,1666.666571855545
39,0.0,0.0,0.0,0.10000000149011612,,False,False,True,1666.6667175292969,1666.6666666666667,2170.425537109375,2170.27490234375,0.0,0.017151666805148125,499.9999992121011,1.952484130859375,0.0,1.7891845703125,0.0,0.0,1666.6667175292969
40,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666369438171,1666.6666666666667,1671.61181640625,1671.806884765625,2.0178745216981042e-06,0.0063499691896140575,2.2874999758787453,1.630779504776001,0.0,1.020550012588501,0.0,0.0,1666.6666369438171
41,0.03222751708757783,0.002227514127429569,0.0,0.10000000149011612,,False,False,False,1666.666657447815,1666.6666666666667,1671.00244140625,1671.0870361328125,2.2232170522329397e-05,0.11868920177221298,0.247499980032444,1.5475899577140808,0.0,2.422004818916321,0.0,0.0,1666.666657447815
42,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666159629822,1666.6666666666667,1671.041748046875,1671.359375,8.968728252511937e-06,0.14303623139858246,0.17099998891353607,1.7449518740177155,0.0,2.3161439895629883,0.0,0.0,1666.6666159629822
43,0.030164937229726366,0.00016493426957722764,0.0,0.10000000149011612,,False,False,False,1666.6665706634521,1666.6666666666667,1668.9769287109375,1669.0933837890625,0.017103664577007294,0.04041638597846031,0.0,1.688063357025385,0.0,0.5818783044815063,0.0,0.0,1666.6665706634521
44,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666371822357,1666.6666666666667,1669.7266845703125,1669.7015380859375,0.0022526599932461977,0.031908418983221054,0.5774999596178532,1.8241143226623535,0.0,0.6265246868133545,0.0,0.0,1666.6666371822357
45,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666796207428,1666.6666666666667,1670.06201171875,1669.962158203125,0.000944951199926436,0.015180850401520729,1.1855000015348196,1.7812756299972534,0.0,0.4133756160736084,0.0,0.0,1666.6666796207428
46,0.02588112083419742,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666493415833,1666.6666666666667,1669.519775390625,1669.3409423828125,0.007493960205465555,0.0,0.0,2.111950159072876,0.0,0.7411758899688721,0.0,0.0,1666.6666493415833
47,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.6666774749756,1666.6666666666667,1671.47412109375,1671.6610107421875,3.2814709811646026e-06,0.15223252773284912,0.17649999260902405,2.092626065015793,0.0,2.386085033416748,0.0,0.0,1666.6666774749756
48,0.06110165167291193,0.019542860446682034,0.0,0.10000000149011612,,True,False,False,1666.6666707992554,1666.6666666666667,1670.419189453125,1670.3575439453125,0.0002529472403693944,0.06257746368646622,0.0,2.305183671414852,0.0,1.3847575187683105,0.0,0.0,1666.6666707992554
49,0.02373073116810609,0.0,0.0,0.10000000149011612,,False,False,True,1666.6665344238281,1666.6666666666667,2170.651611328125,2170.83544921875,0.0,0.17122267186641693,499.99998094141483,1.4444580078125,0.0,2.369415283203125,0.0,0.0,1666.6665344238281
50,0.0,0.0,0.0,0.10000000149011612,,False,False,True,1666.6665344238281,1666.6666666666667,2169.4013671875,2169.239013671875,0.0,0.1962853968143463,500.00000366568565,1.5093994140625,0.0,1.029144287109375,0.0,0.0,1666.6665344238281
51,0.0,0.0,0.0,0.10000000149011612,,False,False,False,1666.66659617424,1666.6666666666667,1669.7935791015625,1669.825927734375,0.0014880694216117263,0.12612850964069366,0.0,2.034841701388359,0.0,0.966012716293335,0.0,0.0,1666.66659617424
