rollout,truth_body_min_clearance_m,truth_padded_min_clearance_m,predicted_padded_min_clearance_m,first_predicted_conflict_s,first_predicted_margin_breach_s,truth_dynamic_safe,predicted_dynamic_safe,costcritic_collision,prediction_score_captured,prediction_score_recomputed,total_score,weighted_score,mppi_probability,critic_FollowPath.ConstraintCritic,critic_FollowPath.CostCritic,critic_FollowPath.GoalCritic,critic_FollowPath.GoalAngleCritic,critic_FollowPath.PathAlignCritic,critic_FollowPath.PathFollowCritic,critic_FollowPath.PathAngleCritic,critic_FollowPath.PredictionV1Critic,uniform_center_overlap_fraction
25,0.10385131847618734,0.06307527783432665,0.0,0.5000000074505806,,True,False,False,1666.6921124458313,1666.6920848252526,1672.013427734375,1671.97021484375,0.0,0.0,0.0,1.7432388067245483,3.578076481819153,0.0,0.0,0.0,1666.6921124458313,1.5250895151550628e-05
26,0.2814552754458113,0.23902893274661263,0.0,0.800000011920929,,True,False,False,1666.6727457046509,1666.6727781849754,1671.97607421875,1671.987548828125,0.0,0.0,0.0,1.9836150407791138,3.3197134733200073,0.0,0.0,0.0,1666.6727457046509,3.666910985258176e-06
27,0.21742764065479037,0.17522629487176733,0.050935846042962855,,,True,True,False,0.0,0.0,5.264906406402588,5.390804290771484,0.09224864840507507,0.0,0.0,2.2446508407592773,3.0202555656433105,0.0,0.0,0.0,0.0,0.0
28,0.18544432335915584,0.14304627042641282,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666712760925,1666.6666666666667,1672.1697998046875,1672.2080078125,0.0,0.0,0.0,1.8900903463363647,3.613038182258606,0.0,0.0,0.0,1666.6666712760925,0.0
29,0.1752087210386275,0.13318116341730768,0.04119024929590914,,,True,True,False,0.0,0.0,6.173003196716309,6.3607611656188965,0.0036375056952238083,0.0,0.0,2.0295493602752686,4.14345383644104,0.0,0.0,0.0,0.0,0.0
30,0.2404937728082779,0.21017735988200695,0.0,0.6000000089406967,,True,False,False,1666.666612625122,1666.6666666666667,1672.101318359375,1672.15869140625,0.0,0.009612346068024635,0.0,1.1737520452588797,4.251341342926025,0.0,0.0,0.0,1666.666612625122,0.0
31,0.20920341290058708,0.16822966058816125,0.0,0.9000000134110451,,True,False,False,1666.6666688919067,1666.6666666666667,1672.4034423828125,1672.3297119140625,0.0,0.0,0.0,1.8948866128921509,3.841886878013611,0.0,0.0,0.0,1666.6666688919067,0.0
32,0.30840089721373426,0.27840089425358555,0.0,0.7000000104308128,,True,False,False,1666.674497127533,1666.674434289843,1672.9078369140625,1672.8736572265625,0.0,0.027621818706393242,0.0,1.6347938049584627,4.570924162864685,0.0,0.0,0.0,1666.674497127533,4.660573905727319e-06
33,0.4708084048587447,0.4408084018985971,0.0,0.7000000104308128,0.6000000089406967,True,False,False,1666.6964926719666,1666.6965391587162,1673.001953125,1672.8525390625,0.0,0.0,0.0,1.811913251876831,4.493547201156616,0.0,0.0,0.0,1666.6964926719666,1.7923495229661445e-05
34,0.160565466172848,0.13056546321269938,0.0,0.4000000059604645,0.30000000447034836,True,False,False,1667.000633239746,1667.0006615770483,1672.17919921875,1672.24560546875,0.0,0.0,0.0,0.9457985758781433,4.232767403125763,0.0,0.0,0.0,1667.000633239746,0.00020039694622893568
35,0.40521465194056994,0.37436140833576914,0.030881155872628088,,,True,True,False,0.0,0.0,6.409426689147949,6.352881908416748,0.003734307363629341,0.0,0.0,1.805700659751892,4.603726029396057,0.0,0.0,0.0,0.0,0.0
36,0.24533296083975326,0.21147741029586134,0.03164808035983811,,,True,True,False,0.0,0.0,5.665535926818848,5.781183242797852,0.025108952075242996,0.0,0.0,1.7399100065231323,3.9256259202957153,0.0,0.0,0.0,0.0,0.0
37,0.14891183323057716,0.11891183027042908,0.0,0.6000000089406967,,True,False,False,1666.687485218048,1666.6874623431318,1672.2911376953125,1672.36376953125,0.0,0.0,0.0,1.1641876697540283,4.439464807510376,0.0,0.0,0.0,1666.687485218048,1.2477405878960374e-05
38,0.13125428669806372,0.09147649735476016,0.0,0.800000011920929,0.5000000074505806,True,False,False,1666.666633605957,1666.6666666666667,1672.11181640625,1672.1458740234375,0.0,0.0,0.0,1.4362406730651855,4.008942127227783,0.0,0.0,0.0,1666.666633605957,0.0
39,0.02481482870418734,0.0,0.05644029028062937,,,False,True,False,0.0,0.0,5.7744622230529785,5.874507427215576,0.018396196886897087,0.0,0.0,1.965136170387268,3.8093260526657104,0.0,0.0,0.0,0.0,0.0
40,0.13004895086600943,0.08794138151042308,0.02354472664784529,,,True,True,False,0.0,0.0,5.233551502227783,5.371198654174805,0.09847864508628845,0.0,0.0,1.5467203855514526,3.6868311166763306,0.0,0.0,0.0,0.0,0.0
41,0.26308004383166406,0.2237751428006261,0.0,0.6000000089406967,,True,False,False,1666.728584766388,1666.7286516433962,1671.6751708984375,1671.5594482421875,0.0,0.0,0.0,1.210532546043396,3.7360535860061646,0.0,0.0,0.0,1666.728584766388,3.719098603771511e-05
42,0.25093118050150043,0.21168812730078734,0.0,0.6000000089406967,0.5000000074505806,True,False,False,1666.7079372406006,1666.707824938223,1671.878662109375,1671.8994140625,0.0,0.0427623987197876,0.0,1.2891383171081543,3.838824152946472,0.0,0.0,0.0,1666.7079372406006,2.4694962933751922e-05
43,0.2522135462049232,0.21580011252711404,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.6706380844116,1666.6707036167727,1672.1094970703125,1672.2125244140625,0.0,0.0,0.0,1.6256507635116577,3.813208222389221,0.0,0.0,0.0,1666.6706380844116,2.422170063627213e-06
44,0.17200554192271184,0.13020423120518082,0.0,0.9000000134110451,,True,False,False,1666.666621208191,1666.6666666666667,1672.1890869140625,1672.204833984375,0.0,0.0,0.0,1.7539976835250854,3.7684680223464966,0.0,0.0,0.0,1666.666621208191,0.0
45,0.18959752301315635,0.14941039277165669,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.666597366333,1666.6666666666667,1672.458984375,1672.450927734375,0.0,0.0,0.0,1.7133193016052246,4.079067707061768,0.0,0.0,0.0,1666.666597366333,0.0
46,0.30807085340908025,0.27364792613208727,0.0,0.9000000134110451,,True,False,False,1666.666648864746,1666.6666666666667,1672.6671142578125,1672.6146240234375,0.0,0.0,0.0,2.100498676300049,3.8999667167663574,0.0,0.0,0.0,1666.666648864746,0.0
47,0.3504231404067992,0.31944344529436286,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.688500881195,1666.68843879376,1672.7457275390625,1672.8438720703125,0.0,0.0,0.0,1.4603426456451416,4.59688401222229,0.0,0.0,0.0,1666.688500881195,1.3063276256021245e-05
48,0.4253521705226735,0.3870133069352928,0.01056366946306222,,0.7000000104308128,True,False,False,1.0,1.0,6.9757208824157715,6.912945747375488,0.0005773439188487828,0.0,0.0,2.2886712551116943,3.687049627304077,0.0,0.0,0.0,1.0,0.0
49,0.03877899098119908,0.0,0.0,0.800000011920929,0.7000000104308128,False,False,False,1666.7199807167053,1666.719976032781,1671.4349365234375,1671.49951171875,0.0,0.00988228339701891,0.0,1.246949720196426,3.458123803138733,0.0,0.0,0.0,1666.7199807167053,3.198561966858056e-05
50,0.07200359944187214,0.0410104694973026,0.0,0.7000000104308128,0.6000000089406967,True,False,False,1666.6914639472961,1666.6914154372098,1671.9610595703125,1671.8775634765625,0.0,0.0,0.0,1.3887085914611816,3.880887031555176,0.0,0.0,0.0,1666.6914639472961,1.484926232580203e-05
51,0.28530658378989726,0.2553065808297486,0.0,0.800000011920929,0.6000000089406967,True,False,False,1666.666645526886,1666.6666666666667,1672.5394287109375,1672.57568359375,0.0,0.0,0.0,1.5880920886993408,4.284691095352173,0.0,0.0,0.0,1666.666645526886,0.0
52,0.04479704536793161,0.00800189766323367,0.0,0.9000000134110451,,False,False,False,1666.6666584014893,1666.6666666666667,1672.4676513671875,1672.5263671875,0.0,0.001176905701868236,0.0,1.6605097531573847,4.139306306838989,0.0,0.0,0.0,1666.6666584014893,0.0
53,0.21088846861492108,0.1738430601924781,0.0,0.7000000104308128,,True,False,False,1666.6874709129333,1666.6875395144136,1671.7755126953125,1671.8594970703125,0.0,0.0,0.0,1.2598447799682617,3.8281970024108887,0.0,0.0,0.0,1666.6874709129333,1.252370864819555e-05
54,0.05536550854592015,0.013272946429865762,0.0,0.9000000134110451,,True,False,False,1666.6666765213013,1666.6666666666667,1671.989501953125,1672.137451171875,0.0,0.0,0.0,1.842028021812439,3.4807974100112915,0.0,0.0,0.0,1666.6666765213013,0.0
55,0.30807136471033303,0.2762756956811554,0.0,0.4000000059604645,,True,False,False,1667.0587711334229,1667.0586652161792,1673.2669677734375,1673.1375732421875,0.0,0.020972395315766335,0.0,1.2501263376325369,4.937097907066345,0.0,0.0,0.0,1667.0587711334229,0.0002351991297074041
56,0.20201214176510618,0.16622603759120302,0.0,0.800000011920929,,True,False,False,1666.666603088379,1666.6666666666667,1672.2115478515625,1672.3731689453125,0.0,0.0,0.0,1.4177618026733398,4.127182960510254,0.0,0.0,0.0,1666.666603088379,0.0
57,0.19031141644745198,0.156948982758359,0.0,0.9000000134110451,,True,False,False,1666.6665773391724,1666.6666666666667,1672.456298828125,1672.4786376953125,0.0,0.0,0.0,1.4880752563476562,4.3016462326049805,0.0,0.0,0.0,1666.6665773391724,0.0
58,0.16573912370332256,0.12535309090535265,0.0,0.7000000104308128,,True,False,False,1666.6666026115417,1666.6666666666667,1672.1419677734375,1672.1343994140625,0.0,0.0,0.0,1.6350290775299072,3.8403360843658447,0.0,0.0,0.0,1666.6666026115417,0.0
59,0.3521275455897232,0.32206420687096304,0.0,0.20000000298023224,,True,False,False,1666.7479839324951,1666.7478771884755,1672.66845703125,1672.60693359375,0.0,0.053476978093385696,0.0,1.5187025777995586,4.3482935428619385,0.0,0.0,0.0,1666.7479839324951,4.8726313085309686e-05
60,0.2110273667590148,0.17048859545966089,0.0,0.9000000134110451,,True,False,False,1666.66659116745,1666.6666666666667,1672.214111328125,1672.2091064453125,0.0,0.015426039695739746,0.0,1.7516732215881348,3.7804208993911743,0.0,0.0,0.0,1666.66659116745,0.0
61,0.3306167053474948,0.30061670238734545,0.017901402458908113,,0.9000000134110451,True,False,False,0.5,0.5,6.746771812438965,6.719096660614014,0.0011016911594197154,0.04798142984509468,0.0,1.9391124956309795,4.259677886962891,0.0,0.0,0.0,0.5,0.0
62,0.19876416450781415,0.1687641615476653,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.666666507721,1666.6666666666667,1672.6478271484375,1672.488037109375,0.0,0.0,0.0,1.6304482221603394,4.350712418556213,0.0,0.0,0.0,1666.666666507721,0.0
63,0.22968940753322126,0.19968940457307235,0.0,0.9000000134110451,,True,False,False,1666.6666135787964,1666.6666666666667,1672.7225341796875,1672.6732177734375,0.0,0.0,0.0,1.6148066520690918,4.4411139488220215,0.0,0.0,0.0,1666.6666135787964,0.0
64,0.20667418700365348,0.1711096649100908,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.66667842865,1666.6666666666667,1672.556640625,1672.551513671875,0.0,0.0,0.0,1.7639915943145752,4.1259706020355225,0.0,0.0,0.0,1666.66667842865,0.0
65,0.14214224515752488,0.10484307462930381,0.0,0.800000011920929,0.6000000089406967,True,False,False,1666.718991279602,1666.7189967483782,1672.1927490234375,1672.2459716796875,0.0,0.0,0.0,1.3737918138504028,4.099965929985046,0.0,0.0,0.0,1666.718991279602,3.139804902689631e-05
66,0.17679641443309763,0.1467964114729494,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.666585445404,1666.6666666666667,1672.6033935546875,1672.674560546875,0.0,0.0,0.0,1.6118390560150146,4.324969053268433,0.0,0.0,0.0,1666.666585445404,0.0
67,0.5169593942582784,0.48585349830102764,0.0,0.6000000089406967,0.4000000059604645,True,False,False,1666.6666860580444,1666.6666666666667,1673.2015380859375,1673.040771484375,0.0,0.0,0.0,1.9381831884384155,4.596668839454651,0.0,0.0,0.0,1666.6666860580444,0.0
68,0.40307801851153624,0.36550561032280166,0.0,0.9000000134110451,0.4000000059604645,True,False,False,1666.6665983200073,1666.6666666666667,1672.5792236328125,1672.4600830078125,0.0,0.0,0.0,1.905062198638916,4.00756311416626,0.0,0.0,0.0,1666.6665983200073,0.0
69,0.26566986478513765,0.2343973909148085,0.0,0.7000000104308128,0.5000000074505806,True,False,False,1666.67183303833,1666.6718959048178,1672.273193359375,1672.1519775390625,0.0,0.0,0.0,1.3086415529251099,4.292718768119812,0.0,0.0,0.0,1666.67183303833,3.1375428906734797e-06
70,0.3062382877019489,0.2762382847418001,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666655540466,1666.6666666666667,1672.6932373046875,1672.67333984375,0.0,0.0,0.0,1.7274446487426758,4.299127101898193,0.0,0.0,0.0,1666.6666655540466,0.0
71,0.12350277881279884,0.0933063971876319,0.0,0.6000000089406967,,True,False,False,1666.7339372634888,1666.7338728796162,1671.836669921875,1671.8692626953125,0.0,0.0,0.0,1.0276492834091187,4.075083374977112,0.0,0.0,0.0,1666.7339372634888,4.0323727769659044e-05
72,0.27383346258621627,0.24150556773809484,0.0,0.800000011920929,0.5000000074505806,True,False,False,1666.666672706604,1666.6666666666667,1672.2603759765625,1672.267333984375,0.0,0.0,0.0,1.4922869205474854,4.101416349411011,0.0,0.0,0.0,1666.666672706604,0.0
73,0.1865219738271136,0.15652197086696515,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6723918914795,1666.6723067415824,1672.4700927734375,1672.65283203125,0.0,0.0,0.0,1.4381377696990967,4.359563112258911,0.0,0.0,0.0,1666.6723918914795,3.3840449494389465e-06
74,0.2509515176240349,0.20861195194287152,0.08352420713537408,,,True,True,False,0.0,0.0,6.7733354568481445,6.830098628997803,0.0007609708700329065,0.0,0.0,2.5842602252960205,4.189075231552124,0.0,0.0,0.0,0.0,0.0
75,0.178023731063433,0.14579213786953238,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.666612625122,1666.6666666666667,1671.9207763671875,1671.9136962890625,0.0,0.0,0.0,1.3607732057571411,3.8933905363082886,0.0,0.0,0.0,1666.666612625122,0.0
76,0.44979039838916,0.4185351947224394,0.0,0.800000011920929,,True,False,False,1666.6666340827942,1666.6666666666667,1673.539306640625,1673.342529296875,0.0,0.0,0.0,2.233302116394043,4.639370441436768,0.0,0.0,0.0,1666.6666340827942,0.0
77,0.11739153447022233,0.07845316950142855,0.0,0.7000000104308128,0.6000000089406967,True,False,False,1666.6879434585571,1666.6880370130125,1672.006103515625,1672.029052734375,0.0,0.0,0.0,1.2293899059295654,4.088770151138306,0.0,0.0,0.0,1666.6879434585571,1.282220780740455e-05
78,0.37962217348340305,0.34962217052325456,0.0,0.6000000089406967,0.5000000074505806,True,False,False,1666.6811213493347,1666.6811897296914,1672.607666015625,1672.5238037109375,0.0,0.0,0.0,1.659488558769226,4.267056107521057,0.0,0.0,0.0,1666.6811213493347,8.713837814822226e-06
79,0.265955745377888,0.22755137863580022,0.0,0.800000011920929,,True,False,False,1666.671591758728,1666.6716224732352,1672.0770263671875,1672.077880859375,0.0,0.0,0.0,1.6975188255310059,3.707915782928467,0.0,0.0,0.0,1666.671591758728,2.973483941097873e-06
80,0.28596419853986166,0.25596419557971367,0.0,0.7000000104308128,0.4000000059604645,True,False,False,1666.7063012123108,1666.7062749031247,1672.6224365234375,1672.5220947265625,0.0,0.0,0.0,1.4694932699203491,4.44664204120636,0.0,0.0,0.0,1666.7063012123108,2.3764941874811517e-05
81,0.14151038042877384,0.11118170417419293,0.0,0.5000000074505806,0.30000000447034836,True,False,False,1666.6831550598145,1666.6830683646842,1672.5318603515625,1672.6680908203125,0.0,0.014207529835402966,0.0,0.9530903222039342,4.88140743970871,0.0,0.0,0.0,1666.6831550598145,9.841018810518155e-06
82,0.316165450810205,0.28401395684007635,0.004715085595521119,,0.9000000134110451,True,False,False,0.5,0.5,6.6196417808532715,6.7065534591674805,0.001148730400018394,0.0,0.0,1.7177692651748657,4.401872515678406,0.0,0.0,0.0,0.5,0.0
83,0.20004810085884905,0.1579274125344856,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.6666626930237,1666.6666707718794,1672.0032958984375,1672.0845947265625,0.0,0.0,0.0,1.9059535264968872,3.430679678916931,0.0,0.0,0.0,1666.6666626930237,2.4631275340257e-09
84,0.2000059101752681,0.1685489306164564,0.0,0.800000011920929,,True,False,False,1666.666657447815,1666.6666666666667,1671.88232421875,1671.9490966796875,0.0,0.0,0.0,1.2610654830932617,3.954601287841797,0.0,0.0,0.0,1666.666657447815,0.0
85,0.2266832929825817,0.19206353847235383,0.0,0.800000011920929,,True,False,False,1666.6665878295898,1666.6666666666667,1672.224853515625,1672.2518310546875,0.0,0.0,0.0,1.573302149772644,3.984963536262512,0.0,0.0,0.0,1666.6665878295898,0.0
86,0.32034597044288926,0.2795911412054517,0.04972769648017817,,,True,True,False,0.0,0.0,5.867210388183594,5.844254970550537,0.02034805715084076,0.0,0.0,2.2558209896087646,3.611389398574829,0.0,0.0,0.0,0.0,0.0
87,0.19306648362386689,0.16306648066371943,0.0,0.5000000074505806,,True,False,False,1666.685923576355,1666.685953442123,1672.2974853515625,1672.31494140625,0.0,0.0,0.0,1.2575750350952148,4.353986740112305,0.0,0.0,0.0,1666.685923576355,1.1572065273814862e-05
88,0.38125643749401306,0.3470170731372111,0.0,0.6000000089406967,,True,False,False,1666.6894755363464,1666.6894228584067,1673.419189453125,1673.2467041015625,0.0,0.0,0.0,1.7703653573989868,4.959348559379578,0.0,0.0,0.0,1666.6894755363464,1.3653715043979023e-05
89,0.01176824177758462,0.0,0.0,0.9000000134110451,,False,False,False,1666.6666259765625,1666.6666666666667,1671.598876953125,1671.75,0.0,0.0274640079587698,0.0,1.7109054569154978,3.1938815116882324,0.0,0.0,0.0,1666.6666259765625,0.0
90,0.4166956363626357,0.38669563340248647,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666712760925,1666.6666666666667,1673.13427734375,1673.099609375,0.0,0.0,0.0,1.886193037033081,4.58141303062439,0.0,0.0,0.0,1666.6666712760925,0.0
91,0.32533958836074933,0.29437401159679744,0.0,0.9000000134110451,,True,False,False,1666.6666526794434,1666.6666666666667,1672.81787109375,1672.741455078125,0.0,0.0,0.0,1.7817449569702148,4.369473457336426,0.0,0.0,0.0,1666.6666526794434,0.0
92,0.08488650072438925,0.054886497764240386,0.0,0.9000000134110451,0.5000000074505806,True,False,False,1666.6666173934937,1666.6666666666667,1672.6282958984375,1672.7032470703125,0.0,0.0,0.0,1.8186825513839722,4.1429959535598755,0.0,0.0,0.0,1666.6666173934937,0.0
93,0.3276830677278575,0.29261018120901916,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666331291199,1666.6666666666667,1672.7744140625,1672.5701904296875,0.0,0.0,0.0,1.7280014753341675,4.3797794580459595,0.0,0.0,0.0,1666.6666331291199,0.0
94,0.2841392724743539,0.24332060744060602,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666264533997,1666.6666666666667,1672.1611328125,1672.0562744140625,0.0,0.0067366124130785465,0.0,1.7328056334517896,3.7549641132354736,0.0,0.0,0.0,1666.6666264533997,0.0
95,0.1256768145717291,0.09567681161158122,0.0,0.800000011920929,0.6000000089406967,True,False,False,1666.6665711402893,1666.6666666666667,1671.844970703125,1671.9647216796875,0.0,0.0,0.0,1.3131489753723145,3.865250587463379,0.0,0.0,0.0,1666.6665711402893,0.0
96,0.3595583780592236,0.3285839468085867,0.0,0.9000000134110451,,True,False,False,1666.6666412353516,1666.6666666666667,1672.94775390625,1672.782958984375,0.0,0.0,0.0,2.078512668609619,4.202600002288818,0.0,0.0,0.0,1666.6666412353516,0.0
97,0.07504375442248357,0.03636060434500887,0.0,0.9000000134110451,,True,False,False,1666.6665816307068,1666.6666666666667,1672.38427734375,1672.5771484375,0.0,0.0,0.0,1.5523535013198853,4.165342211723328,0.0,0.0,0.0,1666.6665816307068,0.0
98,0.13101439336363355,0.10024053354160278,0.0,0.7000000104308128,0.4000000059604645,True,False,False,1666.6666679382324,1666.6666666666667,1672.5526123046875,1672.7298583984375,0.0,0.0,0.0,1.4815753698349,4.404368996620178,0.0,0.0,0.0,1666.6666679382324,0.0
99,0.30071901178863314,0.26164772193261054,0.0,0.9000000134110451,0.7000000104308128,True,False,False,1666.6676979064941,1666.667663623093,1673.399169921875,1673.3935546875,0.0,0.0,0.0,1.4733953475952148,5.2580766677856445,0.0,0.0,0.0,1666.6676979064941,5.981738557505276e-07
100,0.2895812216303882,0.24964026424869726,0.005269508835742447,,0.9000000134110451,True,False,False,0.5,0.5,7.034551620483398,6.983793258666992,0.0004559028893709183,0.0,0.0,2.1667654514312744,4.367786169052124,0.0,0.0,0.0,0.5,0.0
101,0.26605328719354304,0.22708403470724647,0.0,0.6000000089406967,,True,False,False,1666.6835613250732,1666.683606557534,1672.1134033203125,1672.135498046875,0.0,0.0,0.0,1.6015844345092773,3.8282575607299805,0.0,0.0,0.0,1666.6835613250732,1.0163934520355635e-05
102,0.1809116099297583,0.14093303207373253,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.6665925979614,1666.6666666666667,1672.2647705078125,1672.2442626953125,0.0,0.03899216651916504,0.0,1.6522548198699951,3.906930923461914,0.0,0.0,0.0,1666.6665925979614,0.0
103,0.23600898784934554,0.19756814269571718,0.0,0.7000000104308128,,True,False,False,1666.6665997505188,1666.6666666666667,1672.3875732421875,1672.4593505859375,0.0,0.0,0.0,1.6908411979675293,4.030132293701172,0.0,0.0,0.0,1666.6665997505188,0.0
104,0.16438571717159345,0.13335707705957223,0.0,0.9000000134110451,0.6000000089406967,True,False,False,1666.666645526886,1666.6666666666667,1672.897216796875,1672.8759765625,0.0,0.0,0.0,1.680543065071106,4.550028204917908,0.0,0.0,0.0,1666.666645526886,0.0
105,0.2148172578057439,0.17798087470844504,0.0,0.9000000134110451,0.800000011920929,True,False,False,1666.6666598320007,1666.6666666666667,1672.098388671875,1672.1549072265625,0.0,0.0018303632969036698,0.0,1.3962602376705036,4.03363823890686,0.0,0.0,0.0,1666.6666598320007,0.0
106,0.3969329885374293,0.35873535634164444,0.0,0.800000011920929,0.4000000059604645,True,False,False,1666.6666536331177,1666.6666666666667,1672.6116943359375,1672.572021484375,0.0,0.0,0.0,1.7835943698883057,4.1614463329315186,0.0,0.0,0.0,1666.6666536331177,0.0
107,0.19251597382902474,0.15939711401173895,0.04358649701448328,,,True,True,False,0.0,0.0,6.313572883605957,6.39520263671875,0.0032429825514554977,0.032526589930057526,0.0,1.8408566936850548,4.440189599990845,0.0,0.0,0.0,0.0,0.0
108,0.19888317951256113,0.15645677127526042,0.01193224504261449,,0.9000000134110451,True,False,False,0.5,0.5,6.159666061401367,6.115530967712402,0.008237788453698158,0.0,0.0,2.094709873199463,3.5649561882019043,0.0,0.0,0.0,0.5,0.0
109,0.2158327791590848,0.18583277619893615,0.0,0.800000011920929,0.5000000074505806,True,False,False,1666.6665844917297,1666.6666666666667,1672.0419921875,1672.1456298828125,0.0,0.06343469768762589,0.0,1.2701645120978355,4.041808485984802,0.0,0.0,0.0,1666.6665844917297,0.0
110,0.2079165045787983,0.16595955446619381,0.0,0.5000000074505806,0.4000000059604645,True,False,False,1666.6800284385681,1666.6801087276,1672.02783203125,1671.949462890625,0.0,0.0,0.0,1.9008700847625732,3.4469335079193115,0.0,0.0,0.0,1666.6800284385681,8.065236559993302e-06
111,0.1821562593040737,0.1508151335705145,0.0,0.9000000134110451,,True,False,False,1666.6666679382324,1666.6666666666667,1672.2354736328125,1672.1783447265625,0.0,0.0,0.0,1.7926307916641235,3.7761749029159546,0.0,0.0,0.0,1666.6666679382324,0.0
112,0.20220291804474577,0.1615497730859463,0.0,0.9000000134110451,,True,False,False,1666.6666269302368,1666.6666666666667,1672.1513671875,1672.2215576171875,0.0,0.0,0.0,1.727834939956665,3.7569053173065186,0.0,0.0,0.0,1666.6666269302368,0.0
113,0.17258011449324945,0.14233694863360447,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.669403553009,1666.669488307192,1672.1585693359375,1672.21728515625,0.0,0.0,0.0,1.177212119102478,4.311953663825989,0.0,0.0,0.0,1666.669403553009,1.6929843151751214e-06
114,0.3156955089192603,0.28569550595911175,0.0,0.800000011920929,0.7000000104308128,True,False,False,1666.7633848190308,1666.7634877942992,1672.6317138671875,1672.584716796875,0.0,0.0,0.0,1.566079020500183,4.302250027656555,0.0,0.0,0.0,1666.7633848190308,5.809267657952685e-05
115,0.16296178977188017,0.13276352528480562,0.0,0.9000000134110451,0.5000000074505806,True,False,False,1666.6666083335876,1666.6666666666667,1672.481689453125,1672.5838623046875,0.0,0.0,0.0,1.5808515548706055,4.234229564666748,0.0,0.0,0.0,1666.6666083335876,0.0
116,0.03763763853142166,0.0,0.0,0.9000000134110451,,False,False,False,1666.66663646698,1666.6666666666667,1671.9110107421875,1671.99169921875,0.0,0.0056202649138867855,0.0,1.6196176768280566,3.619136333465576,0.0,0.0,0.0,1666.66663646698,0.0
117,0.1201496374388924,0.08195023349290498,0.0,0.9000000134110451,,True,False,False,1666.6666831970215,1666.6666666666667,1672.110107421875,1672.0570068359375,0.0,0.0,0.0,1.3812308311462402,4.062193393707275,0.0,0.0,0.0,1666.6666831970215,0.0
118,0.20445726515272078,0.16421533745148853,0.0,0.9000000134110451,0.20000000298023224,True,False,False,1666.666648864746,1666.6666666666667,1672.361572265625,1672.3551025390625,0.0,0.0,0.0,1.9263032674789429,3.7686201333999634,0.0,0.0,0.0,1666.666648864746,0.0
119,0.09703023213017933,0.06691925399704196,0.050009498086108176,,,True,True,False,0.0,0.0,6.235007286071777,6.235654830932617,0.005519676022231579,0.0,0.0,2.1450438499450684,4.089963436126709,0.0,0.0,0.0,0.0,0.0
120,0.049816676690247697,0.007776852744948215,0.04205923844953022,,,False,True,False,0.0,0.0,5.712110996246338,5.818228244781494,0.022192208096385002,0.0,0.0,1.8640735149383545,3.8480374813079834,0.0,0.0,0.0,0.0,0.0
121,0.20160440783207173,0.17075046914828568,0.0,0.7000000104308128,0.6000000089406967,True,False,False,1666.728187084198,1666.7281241026867,1672.1251220703125,1672.227783203125,0.0,0.0,0.0,1.4070788621902466,3.9898561239242554,0.0,0.0,0.0,1666.728187084198,3.68744616120232e-05
122,0.2263458586725293,0.19634585571238083,0.0,0.9000000134110451,,True,False,False,1666.6666340827942,1666.6666666666667,1672.5543212890625,1672.683837890625,0.0,0.0,0.0,1.4289922714233398,4.458694934844971,0.0,0.0,0.0,1666.6666340827942,0.0
123,0.4081710795830896,0.36756289402346265,0.0,0.800000011920929,,True,False,False,1666.6666164398193,1666.6666666666667,1672.256591796875,1672.218505859375,0.0,0.0,0.0,2.0232574939727783,3.5667178630828857,0.0,0.0,0.0,1666.6666164398193,0.0
124,0.29731900666116584,0.2673190037010175,0.0,0.800000011920929,,True,False,False,1666.6665711402893,1666.6666666666667,1672.4822998046875,1672.49267578125,0.0,0.0,0.0,1.4516087770462036,4.36411988735199,0.0,0.0,0.0,1666.6665711402893,0.0
125,0.19326921709541758,0.15921308652587624,0.0,0.9000000134110451,0.7000000104308128,True,False,False,1666.6666798591614,1666.6666666666667,1672.5955810546875,1672.578369140625,0.0,0.0,0.0,1.7551426887512207,4.173758506774902,0.0,0.0,0.0,1666.6666798591614,0.0
126,0.0,0.0,0.036586754330531476,,,False,True,False,0.0,0.0,5.501889705657959,5.777616500854492,0.025409258902072906,0.0,0.0,1.627760410308838,3.874129295349121,0.0,0.0,0.0,0.0,0.0
127,0.06078721420957403,0.02500237976743035,0.020993973292493202,,,True,True,False,0.0,0.0,6.316703796386719,6.431848526000977,0.0028700807597488165,0.01736016385257244,0.0,2.016799734905362,4.282543897628784,0.0,0.0,0.0,0.0,0.0
